Randoplh32,Region,Glacier_Na,CentLAT,CentLON
RGI32-03.00369,Arctic Canada,Jolliffenortharm,80.686302,-72.360901
RGI32-03.00419,Arctic Canada,Benedict,79.450699,-78.698196
RGI32-03.00419,Arctic Canada,Benedict,79.450699,-78.698196
RGI32-03.00832,Arctic Canada,Iceberg,79.707199,-91.9347
RGI32-03.00832,Arctic Canada,Iceberg,79.707199,-91.9347
RGI32-03.00833,Arctic Canada,Sphinx,79.520104,-91.3815
RGI32-03.00833,Arctic Canada,Sphinx,79.520104,-91.3815
RGI32-03.00840,Arctic Canada,Thompson,79.593697,-90.611801
RGI32-03.00840,Arctic Canada,Thompson,79.593697,-90.611801
RGI32-03.00879,Arctic Canada,Strand,79.403198,-89.650002
RGI32-03.00879,Arctic Canada,Strand,79.403198,-89.650002
RGI32-03.00885,Arctic Canada,UnnamedH,79.329399,-89.3704
RGI32-03.00885,Arctic Canada,UnnamedH,79.329399,-89.3704
RGI32-03.00890,Arctic Canada,CA2R014D0023,79.278503,-89.027199
RGI32-03.00890,Arctic Canada,CA2R014D0023,79.278503,-89.027199
RGI32-03.00995,Arctic Canada,GoodFriday,78.714996,-91.078598
RGI32-03.00995,Arctic Canada,GoodFriday,78.714996,-91.078598
RGI32-03.00996,Arctic Canada,Fiord,78.777397,-90.161598
RGI32-03.00996,Arctic Canada,Fiord,78.777397,-90.161598
RGI32-03.01054,Arctic Canada,UnnamedF,80.318497,-93.018303
RGI32-03.01054,Arctic Canada,UnnamedF,80.318497,-93.018303
RGI32-03.01229,Arctic Canada,UnnamedE,80.085701,-92.766701
RGI32-03.01229,Arctic Canada,UnnamedE,80.085701,-92.766701
RGI32-03.01282,Arctic Canada,UnnamedG,79.541603,-93.483398
RGI32-03.01282,Arctic Canada,UnnamedG,79.541603,-93.483398
RGI32-03.01295,Arctic Canada,UnnamedD,80.098396,-93.473999
RGI32-03.01295,Arctic Canada,UnnamedD,80.098396,-93.473999
RGI32-03.01376,Arctic Canada,Airdrop,79.889603,-93.035202
RGI32-03.01376,Arctic Canada,Airdrop,79.889603,-93.035202
RGI32-03.01483,Arctic Canada,ClarenceHeadNorth,76.8144,-77.941498
RGI32-03.01483,Arctic Canada,ClarenceHeadNorth,76.8144,-77.941498
RGI32-03.01518,Arctic Canada,Mittie,76.8237,-79.799896
RGI32-03.01518,Arctic Canada,Mittie,76.8237,-79.799896
RGI32-03.01536,Arctic Canada,MountGlenworth,76.884499,-77.9142
RGI32-03.01536,Arctic Canada,MountGlenworth,76.884499,-77.9142
RGI32-03.01545,Arctic Canada,ClarenceHeadSouth,76.714203,-78.039101
RGI32-03.01545,Arctic Canada,ClarenceHeadSouth,76.714203,-78.039101
RGI32-03.01556,Arctic Canada,Jakeman,76.503097,-80.2509
RGI32-03.01556,Arctic Canada,Jakeman,76.503097,-80.2509
RGI32-03.01565,Arctic Canada,CapeNortonShaw,76.6465,-78.570999
RGI32-03.01565,Arctic Canada,CapeNortonShaw,76.6465,-78.570999
RGI32-03.01577,Arctic Canada,CapeTennyson,76.424301,-79.549797
RGI32-03.01577,Arctic Canada,CapeTennyson,76.424301,-79.549797
RGI32-03.01587,Arctic Canada,Cory,76.341797,-80.131203
RGI32-03.01587,Arctic Canada,Cory,76.341797,-80.131203
RGI32-03.01591,Arctic Canada,Wilcox,76.258499,-80.626503
RGI32-03.01591,Arctic Canada,Wilcox,76.258499,-80.626503
RGI32-03.01621,Arctic Canada,UnnamedA,76.632103,-78.927002
RGI32-03.01621,Arctic Canada,UnnamedA,76.632103,-78.927002
RGI32-03.01679,Arctic Canada,IslandEasterSouth,77.645302,-79.223602
RGI32-03.01679,Arctic Canada,IslandEasterSouth,77.645302,-79.223602
RGI32-03.01700,Arctic Canada,CapeDunsterville,78.047401,-75.8489
RGI32-03.01700,Arctic Canada,CapeDunsterville,78.047401,-75.8489
RGI32-03.01709,Arctic Canada,TaggartLake,78.3974,-80.707199
RGI32-03.01709,Arctic Canada,TaggartLake,78.3974,-80.707199
RGI32-03.01711,Arctic Canada,WykehamGlacierSouth,78.0494,-79.615402
RGI32-03.01711,Arctic Canada,WykehamGlacierSouth,78.0494,-79.615402
RGI32-03.01729,Arctic Canada,KooetigetoRiver,78.755898,-80.578201
RGI32-03.01729,Arctic Canada,KooetigetoRiver,78.755898,-80.578201
RGI32-03.01743,Arctic Canada,AlfredNewton,78.584801,-75.237198
RGI32-03.01743,Arctic Canada,AlfredNewton,78.584801,-75.237198
RGI32-03.01898,Arctic Canada,Sydkap,76.788498,-85.533203
RGI32-03.01898,Arctic Canada,Sydkap,76.788498,-85.533203
RGI32-03.02468,Arctic Canada,Southeast2,75.057701,-81.512199
RGI32-03.02468,Arctic Canada,Southeast2,75.057701,-81.512199
RGI32-03.02474,Arctic Canada,CunninghamWest,74.667801,-81.643799
RGI32-03.02474,Arctic Canada,CunninghamWest,74.667801,-81.643799
RGI32-03.02669,Arctic Canada,M'Clintock,82.157097,-75.5681
RGI32-03.02669,Arctic Canada,M'Clintock,82.157097,-75.5681
RGI32-03.02688,Arctic Canada,Milne,81.935799,-77.841003
RGI32-03.02688,Arctic Canada,Milne,81.935799,-77.841003
RGI32-03.02818,Arctic Canada,Barrier,82.338203,-69.385696
RGI32-03.02818,Arctic Canada,Barrier,82.338203,-69.385696
RGI32-03.02837,Arctic Canada,YelvertonInletEast,82.1353,-78.713097
RGI32-03.02837,Arctic Canada,YelvertonInletEast,82.1353,-78.713097
RGI32-03.02905,Arctic Canada,Disraeli,82.3974,-72.4674
RGI32-03.02905,Arctic Canada,Disraeli,82.3974,-72.4674
RGI32-03.03276,Arctic Canada,Otto,81.417297,-82.943901
RGI32-03.03276,Arctic Canada,Otto,81.417297,-82.943901
RGI32-03.03301,Arctic Canada,HareFiordNorth,81.235802,-83.228104
RGI32-03.03301,Arctic Canada,HareFiordNorth,81.235802,-83.228104
RGI32-03.03344,Arctic Canada,Chapman,81.4384,-79.8134
RGI32-03.03344,Arctic Canada,Chapman,81.4384,-79.8134
RGI32-03.03400,Arctic Canada,HareFiordEast,81.3246,-81.309403
RGI32-03.03400,Arctic Canada,HareFiordEast,81.3246,-81.309403
RGI32-03.03434,Arctic Canada,UnnamedB,81.801598,-82.875702
RGI32-03.03434,Arctic Canada,UnnamedB,81.801598,-82.875702
RGI32-03.03986,Arctic Canada,KulutingwakFjord,82.090202,-83.500198
RGI32-03.03986,Arctic Canada,KulutingwakFjord,82.090202,-83.500198
RGI32-03.03991,Arctic Canada,PhillipsInletNorth,82.076897,-84.780701
RGI32-03.03991,Arctic Canada,PhillipsInletNorth,82.076897,-84.780701
RGI32-04.06187,Arctic Canada,UnnamedLÃ¸ken1,70.0214,-73.057503
RGI32-04.06188,Arctic Canada,UnnamedLÃ¸ken2,69.818001,-73.209198
RGI32-05.00831,Greenland,1DF11005,66.099297,-52.400002
RGI32-05.01027,Greenland,1HB16010,69.514099,-53.433998
RGI32-05.01108,Greenland,1HC05004,69.628403,-54.433701
RGI32-05.01109,Greenland,1HB07004,69.612701,-54.394699
RGI32-05.01127,Greenland,1HB15005,69.692902,-53.423901
RGI32-05.01152,Greenland,1HB11013,69.706398,-53.765099
RGI32-05.01211,Greenland,1HC04019,69.712799,-54.164501
RGI32-05.01215,Greenland,1HB10008,69.730103,-54.098099
RGI32-05.01219,Greenland,1HC03010,69.760902,-54.2318
RGI32-05.01220,Greenland,1HC03011,69.760902,-54.2743
RGI32-05.01223,Greenland,1HC03013,69.760101,-54.327599
RGI32-05.01265,Greenland,1HD07013,69.864304,-53.937302
RGI32-05.01297,Greenland,1HE01038,69.8302,-52.879002
RGI32-05.01298,Greenland,1HE01036,69.805099,-52.8106
RGI32-05.01300,Greenland,1HB15029,69.758697,-53.035099
RGI32-05.01302,Greenland,1HB15031,69.6828,-53.157799
RGI32-05.01309,Greenland,1HE01015,69.672897,-52.528599
RGI32-05.01313,Greenland,1HB15039,69.629204,-53.096802
RGI32-05.01314,Greenland,1HB16017,69.6511,-52.477902
RGI32-05.01326,Greenland,1HE01010,69.621803,-52.356998
RGI32-05.01334,Greenland,1HB15013,69.8004,-53.447701
RGI32-05.01335,Greenland,1HB16047,69.540604,-52.9599
RGI32-05.01358,Greenland,1HB16020,69.622902,-52.852001
RGI32-05.01373,Greenland,1HE09050,69.921204,-53.410801
RGI32-05.01375,Greenland,1HD06055,69.9011,-53.9235
RGI32-05.01376,Greenland,1HD06053,69.900002,-53.834598
RGI32-05.01378,Greenland,1HD06051,69.884499,-53.788502
RGI32-05.01383,Greenland,1HD07018,69.871399,-53.844502
RGI32-05.01385,Greenland,1HD06046,69.852203,-53.684399
RGI32-05.01388,Greenland,1HD06048,69.864502,-53.743301
RGI32-05.01393,Greenland,1HB10036,69.788803,-53.6549
RGI32-05.01394,Greenland,1HD06042,69.844002,-53.6152
RGI32-05.01403,Greenland,1HB10027,69.743301,-53.881901
RGI32-05.01413,Greenland,1HB10013,69.769798,-53.959999
RGI32-05.01441,Greenland,1HB11029,69.747101,-53.5755
RGI32-05.01449,Greenland,1HD06041,69.835899,-53.494
RGI32-05.01451,Greenland,1HE09042,69.903198,-53.1441
RGI32-05.01452,Greenland,1HB15016,69.806801,-53.4343
RGI32-05.01456,Greenland,1HB15017,69.824402,-53.164299
RGI32-05.01457,Greenland,1HE09044,69.891502,-53.231998
RGI32-05.01458,Greenland,1HB15012,69.753998,-53.420101
RGI32-05.01462,Greenland,1HB15018,69.766701,-53.196499
RGI32-05.01464,Greenland,KuannersuitSulluat,69.761101,-53.2412
RGI32-05.01468,Greenland,1HB11033,69.747498,-53.4562
RGI32-05.01540,Greenland,1HE09062,69.974602,-53.594398
RGI32-05.01549,Greenland,1HD06026,69.940804,-53.6413
RGI32-05.01553,Greenland,1HE09051,69.943603,-53.455898
RGI32-05.01556,Greenland,1HD06030,69.933403,-53.5774
RGI32-05.01585,Greenland,1HE09083,70.005898,-53.813801
RGI32-05.01638,Greenland,1HD04007,70.026001,-54.2943
RGI32-05.01676,Greenland,1HD06005,70.0466,-54.2468
RGI32-05.01732,Greenland,1HE09095,70.085602,-54.0028
RGI32-05.01736,Greenland,1HE09090,70.057503,-53.9748
RGI32-05.01755,Greenland,1HD02005,70.079903,-54.311199
RGI32-05.01756,Greenland,1HE09105,70.107399,-53.991299
RGI32-05.01766,Greenland,1HD02004,70.091904,-54.2467
RGI32-05.01781,Greenland,1HD02011,70.091202,-54.425999
RGI32-05.01828,Greenland,1HE09002,70.152901,-53.614399
RGI32-05.01836,Greenland,1GH02015,70.248901,-52.41
RGI32-05.01879,Greenland,1HE11013,70.119499,-54.182499
RGI32-05.01897,Greenland,1HE08010,70.212097,-53.694199
RGI32-05.01965,Greenland,1HE10007,70.201897,-54.231201
RGI32-05.01987,Greenland,1GH02024,70.318603,-52.604599
RGI32-05.01991,Greenland,1HE10005,70.206299,-54.180901
RGI32-05.02108,Greenland,1IB29004,70.488998,-52.295799
RGI32-05.02117,Greenland,1IB26003,70.483902,-52.145001
RGI32-05.02213,Greenland,1IA02034,70.532303,-53.454201
RGI32-05.07053,Greenland,1CF06002,63.816502,-50.754501
RGI32-05.13429,Greenland,Sortebrae,68.9795,-27.2411
RGI32-05.13455,Greenland,SermeqPeqippoq(unnofficialname),70.1222,-27.010901
RGI32-05.13536,Greenland,Borggraven,69.165901,-28.843399
RGI32-05.13575,Greenland,Dendritgletscher,69.5532,-26.025299
RGI32-05.17150,Greenland,LÃ¸beren,71.600304,-25.5303
RGI32-05.17163,Greenland,SiriusGletscher,71.927399,-24.0613
RGI32-05.17177,Greenland,BjÃ¸rnboGletscher,71.666397,-24.876301
RGI32-05.17178,Greenland,Dalmore,71.791298,-24.9485
RGI32-06.00191,Iceland,Burfellsjokull,65.819801,-18.705299
RGI32-06.00203,Iceland,BÃ¦gisarjokull,65.584701,-18.371901
RGI32-06.00225,Iceland,Teigadalsjokull,65.822502,-18.6789
RGI32-06.00234,Iceland,ÃžjorsarjokullMiddle,64.798897,-18.642201
RGI32-06.00235,Iceland,"Blondujokull,Kvislajokull",64.816704,-19.048401
RGI32-06.00236,Iceland,Blagnipujokull,64.757004,-19.024099
RGI32-06.00237,Iceland,MulajÃ¶kull,64.7183,-18.780001
RGI32-06.00291,Iceland,HagafellsjÃ¶kullvestri(western),64.570999,-20.435499
RGI32-06.00309,Iceland,HagafellsjÃ¶kulleastern,64.571098,-20.241699
RGI32-06.00336,Iceland,Oldufellsjokull,63.740898,-18.999399
RGI32-06.00339,Iceland,Slettjokullwestern,63.716801,-19.190599
RGI32-06.00377,Iceland,BruarjÃ¶kull,64.5867,-16.2675
RGI32-06.00416,Iceland,SidujÃ¶kull,64.281998,-17.702101
RGI32-06.00424,Iceland,Koldukvislarjokull,64.562798,-17.7174
RGI32-06.00443,Iceland,TungnarjÃ¶klarTungnaarjokÃ¼ll,64.347504,-17.927
RGI32-06.00472,Iceland,EyjabakkajÃ¶kull,64.628403,-15.6083
RGI32-06.00473,Iceland,Sylgjujokull,64.455101,-17.7859
RGI32-06.00475,Iceland,SkeidararjÃ¶kull,64.297699,-17.141701
RGI32-06.00477,Iceland,DyngjujÃ¶kull,64.674499,-17.0539
RGI32-06.00483,Iceland,BreidarmerkurjÃ¶kullEasternStream,64.266602,-16.4767
RGI32-06.00539,Iceland,KaldalonsjokullKaladalonsjokull,66.141403,-22.2454
RGI32-06.00540,Iceland,Reykjafjardarjokull,66.192001,-22.2309
RGI32-06.00544,Iceland,Leirufjardarjokull,66.191902,-22.3479
RGI32-07.00042,Svalbard,Bodleybreen,79.893601,21.4968
RGI32-07.00063,Svalbard,KvitisenE,78.064796,21.4725
RGI32-07.00067,Svalbard,HoltenbreenpartofGlitnefonna,79.548599,20.395
RGI32-07.00068,Svalbard,ClasebreenpartofGlitnefonna,79.570099,20.188999
RGI32-07.00093,Svalbard,Aurkollfonna,77.403801,15.9763
RGI32-07.00100,Svalbard,Tvillingbreane(S),77.423698,15.9495
RGI32-07.00102,Svalbard,Siegerbreen,77.450104,15.8665
RGI32-07.00112,Svalbard,Dvergfonna,77.461403,15.4421
RGI32-07.00118,Svalbard,Hessbreen,77.503998,15.1035
RGI32-07.00120,Svalbard,Blumckebreane,77.526901,15.0315
RGI32-07.00128,Svalbard,Scottbreen,77.542999,14.3616
RGI32-07.00133,Svalbard,St.Olgafjellet,77.582901,17.7848
RGI32-07.00138,Svalbard,Venetzbreen,77.600998,15.5652
RGI32-07.00139,Svalbard,Charpentierbreen,77.616096,15.543
RGI32-07.00147,Svalbard,Martinbreen,77.646599,15.6748
RGI32-07.00148,Svalbard,Richterbreen,77.643501,15.527
RGI32-07.00164,Svalbard,Filantropbreen,77.708298,16.714899
RGI32-07.00169,Svalbard,Snokuvbreen,77.7062,16.3381
RGI32-07.00171,Svalbard,Klubbebreen,77.714798,17.0807
RGI32-07.00175,Svalbard,Peisbreen,77.732597,17.127899
RGI32-07.00178,Svalbard,Hettebreen,77.744698,16.793301
RGI32-07.00187,Svalbard,Brodtkorbfjellet,77.830704,17.189301
RGI32-07.00191,Svalbard,Bosarpbreen,77.882202,17.061001
RGI32-07.00202,Svalbard,Kroppebreensmallglaciernorth,77.915398,17.581801
RGI32-07.00203,Svalbard,Hyllingebreen,77.907204,17.2943
RGI32-07.00207,Svalbard,Livbreen,77.930901,16.363701
RGI32-07.00210,Svalbard,Billesholmbreen,77.900497,17.1504
RGI32-07.00224,Svalbard,AnnaMargrethebreen,77.340698,17.309099
RGI32-07.00228,Svalbard,Recherchebreen,77.401298,15.0015
RGI32-07.00231,Svalbard,Finsterwalderbreen,77.460999,15.2378
RGI32-07.00234,Svalbard,Langryggbreen,77.387299,15.9157
RGI32-07.00235,Svalbard,Zawadskibreen(Zawadzkibreen),77.332901,15.873
RGI32-07.00237,Svalbard,Polakkbreen,77.285103,16.117201
RGI32-07.00238,Svalbard,Langleikbreen,77.164398,16.280899
RGI32-07.00239,Svalbard,MÃ¼hlbacherbreen,77.153397,15.9232
RGI32-07.00241,Svalbard,Penckbreen,77.395897,15.6519
RGI32-07.00242,Svalbard,Amundsenisen,77.211197,15.3894
RGI32-07.00244,Svalbard,Nornebreen-Paierlbreen,77.168999,15.6961
RGI32-07.00250,Svalbard,Markhambreen,77.151802,17.1635
RGI32-07.00251,Svalbard,Crollbreen,77.204598,17.203301
RGI32-07.00253,Svalbard,Bungebreen,76.837799,16.117901
RGI32-07.00263,Svalbard,Samarinbreen,76.867302,16.402
RGI32-07.00266,Svalbard,Firmbreen,77.865601,17.168699
RGI32-07.00268,Svalbard,Bjuvbreen,77.905296,17.2181
RGI32-07.00270,Svalbard,Kleivbreen,77.893601,17.3976
RGI32-07.00273,Svalbard,Lognbreen,77.798897,17.3778
RGI32-07.00274,Svalbard,Edvardbreen-partof,77.880699,17.5762
RGI32-07.00275,Svalbard,Inglefieldbreen,77.821098,17.9552
RGI32-07.00276,Svalbard,Arnesenbreen,77.813202,18.1269
RGI32-07.00277,Svalbard,BeresnikovbreenBereznikovbreen,77.795898,18.2661
RGI32-07.00280,Svalbard,Skobreen,77.712601,17.200199
RGI32-07.00283,Svalbard,Luntebreen,77.690804,16.9641
RGI32-07.00293,Svalbard,Kvalbreen,77.573097,18.0567
RGI32-07.00294,Svalbard,IndrebÃ¸breen,77.618797,17.930901
RGI32-07.00295,Svalbard,Arebreen(Harebreen?)(C9/16),77.664803,16.525801
RGI32-07.00296,Svalbard,KjÃ¸lhÃ¸south,77.6549,17.589399
RGI32-07.00297,Svalbard,Steenstrupbreen,77.605598,16.303499
RGI32-07.00298,Svalbard,Dobrowolskibreen,77.351898,16.669001
RGI32-07.00299,Svalbard,AustjÃ¸kulen,76.775398,16.7749
RGI32-07.00301,Svalbard,HÃ¸gstebereen-a.Torellbreen,77.285698,14.9949
RGI32-07.00302,Svalbard,Austgotabreen,78.420197,13.2765
RGI32-07.00303,Svalbard,AnnaSofiebreen,78.481102,13.2241
RGI32-07.00307,Svalbard,Charlesbreen,78.492897,13.4049
RGI32-07.00311,Svalbard,Hydrografbreen,78.452202,12.7406
RGI32-07.00312,Svalbard,Vestgotabreen,78.457901,12.9059
RGI32-07.00313,Svalbard,Nordsysselbreen,77.854103,17.791
RGI32-07.00314,Svalbard,Bratthengbreen,77.760498,18.357
RGI32-07.00315,Svalbard,Thomsonbreen,77.606796,18.1712
RGI32-07.00316,Svalbard,Karibreen,77.613197,17.7808
RGI32-07.00318,Svalbard,Kvastbreen,77.4216,17.253099
RGI32-07.00319,Svalbard,Jemelianovbreen(EmiljanovbreenEmil'janovbreen),77.351898,17.1161
RGI32-07.00320,Svalbard,Staupbreen,77.086998,17.198799
RGI32-07.00321,Svalbard,Davisbreen,77.2472,17.1479
RGI32-07.00322,Svalbard,Nathorstbreen-Ljosfonn,77.295402,16.668899
RGI32-07.00323,Svalbard,Bellingbreen,77.313202,17.284401
RGI32-07.00324,Svalbard,Barettbreen,77.140602,16.7887
RGI32-07.00325,Svalbard,Ankerbreen,77.949501,16.419701
RGI32-07.00331,Svalbard,Tinkarpbreen,77.984398,17.186001
RGI32-07.00341,Svalbard,Marthabreen,78.001602,16.7472
RGI32-07.00342,Svalbard,Hoganasbreen,77.945999,16.6945
RGI32-07.00343,Svalbard,Helsingborgbreen,77.966599,16.8216
RGI32-07.00347,Svalbard,Lunckebreen,78.027702,16.807301
RGI32-07.00349,Svalbard,Glitrebreen,78.027298,17.121201
RGI32-07.00351,Svalbard,Vegbreen,78.010696,16.9326
RGI32-07.00352,Svalbard,Palsjobreen,77.993698,17.015499
RGI32-07.00361,Svalbard,Margitbreen,78.008697,17.832199
RGI32-07.00366,Svalbard,Andrinebreen,77.966904,18.017401
RGI32-07.00380,Svalbard,SlottsmoyaUpperSW,78.098602,17.204
RGI32-07.00389,Svalbard,Bergmesterbreen,78.087898,16.876699
RGI32-07.00392,Svalbard,Vendombreen,78.128899,17.2696
RGI32-07.00402,Svalbard,StorknausenUpperE,78.033302,17.3739
RGI32-07.00404,Svalbard,Innerbreen,78.111198,17.428101
RGI32-07.00406,Svalbard,Skutbreen,78.044296,17.564699
RGI32-07.00409,Svalbard,Sveigbreen,78.107101,17.6978
RGI32-07.00411,Svalbard,Skruisbreen,78.156197,17.749001
RGI32-07.00413,Svalbard,Marmorbreen,78.18,17.7812
RGI32-07.00422,Svalbard,Naglebreen,77.555397,17.3123
RGI32-07.00428,Svalbard,Elfenbeinbreen,78.185097,18.2064
RGI32-07.00429,Svalbard,UlverbreenUlvebreen,78.231903,18.518801
RGI32-07.00439,Svalbard,Iskollbreen,77.292099,17.1863
RGI32-07.00448,Svalbard,Skilfonna,76.8899,16.920099
RGI32-07.00463,Svalbard,Nansenbreen,78.377701,13.869
RGI32-07.00464,Svalbard,Borebreen,78.463997,13.7965
RGI32-07.00465,Svalbard,Wahlenbergbreen,78.545197,13.8953
RGI32-07.00466,Svalbard,Bukkebreen,78.526802,13.4428
RGI32-07.00467,Svalbard,Paulbreen,78.558899,13.4524
RGI32-07.00468,Svalbard,Vintervegen,78.579102,13.5665
RGI32-07.00470,Svalbard,Konowbreen,78.623802,12.917
RGI32-07.00471,Svalbard,Gaffelbreen,78.569199,12.9097
RGI32-07.00474,Svalbard,Mediumbreen,78.6511,13.8202
RGI32-07.00476,Svalbard,Devikbreen,78.654404,13.3684
RGI32-07.00482,Svalbard,Osbornebreen,78.664101,13.1095
RGI32-07.00491,Svalbard,Erikkabreen,78.731903,12.0701
RGI32-07.00493,Svalbard,MidtreLovÃ©nbreen,78.877899,12.0311
RGI32-07.00499,Svalbard,Botnfjellbreen,78.8368,12.3844
RGI32-07.00500,Svalbard,AustreBroggerbreen,78.796799,11.8434
RGI32-07.00501,Svalbard,Aavatsmarkbreen,78.6987,12.2923
RGI32-07.00503,Svalbard,Roysbreen,78.907799,11.6951
RGI32-07.00504,Svalbard,BroggerbreenE.,78.887604,11.8309
RGI32-07.00506,Svalbard,Uversbreen,78.779602,12.4999
RGI32-07.00509,Svalbard,Cissybreen,78.749603,11.9319
RGI32-07.00510,Svalbard,Haakenbreen,78.745697,11.9897
RGI32-07.00511,Svalbard,Comfortlessbreen,78.767799,12.1919
RGI32-07.00513,Svalbard,Elisebreen,78.649902,12.253
RGI32-07.00519,Svalbard,Biksebreen,78.873596,14.9618
RGI32-07.00520,Svalbard,BrennaupperNWBreenbreen?,78.856499,14.9652
RGI32-07.00529,Svalbard,Sefstrombreen,78.7481,13.8911
RGI32-07.00531,Svalbard,Holmstrombreen,78.8592,13.7766
RGI32-07.00533,Svalbard,Orsabreen,78.978699,14.1518
RGI32-07.00556,Svalbard,Battyebreen,79.011803,14.6412
RGI32-07.00558,Svalbard,Blomstrandbreen,79.073303,12.3706
RGI32-07.00559,Svalbard,Glyndenbreen,78.857399,16.072001
RGI32-07.00561,Svalbard,NordreVasskilbreen,78.919197,15.6635
RGI32-07.00565,Svalbard,Horbyebreen,78.749199,16.1546
RGI32-07.00570,Svalbard,Nordenskioldbreen,78.702301,17.291599
RGI32-07.00584,Svalbard,Ebbabreen,78.738998,16.944099
RGI32-07.00586,Svalbard,Eskolabreen,78.924301,16.698999
RGI32-07.00588,Svalbard,Kinamurbreen,78.809196,15.9663
RGI32-07.00590,Svalbard,Manchesterbreen,78.807297,16.0679
RGI32-07.00592,Svalbard,Gonvillebreen,78.769302,15.9993
RGI32-07.00595,Svalbard,Muninbreen,78.714104,16.145201
RGI32-07.00610,Svalbard,SkansdalsbreenpartofFrostisen,78.538902,15.713
RGI32-07.00626,Svalbard,Ferdinandbreen,78.710297,16.3013
RGI32-07.00627,Svalbard,Svenbreen,78.726501,16.278299
RGI32-07.00634,Svalbard,Hansdalsbreen,78.6894,15.007
RGI32-07.00639,Svalbard,Blashaugbreen,79.194801,11.4875
RGI32-07.00643,Svalbard,Olssonbreen,79.0634,11.9593
RGI32-07.00658,Svalbard,Supanbreen,79.328796,12.0127
RGI32-07.00790,Svalbard,Chaveauxbreen,79.645897,11.9047
RGI32-07.00813,Svalbard,Abrahamsenbreen,79.0867,14.3275
RGI32-07.00815,Svalbard,Elnabreen,79.119301,14.0657
RGI32-07.00874,Svalbard,Kantbreen,79.280403,17.7454
RGI32-07.00876,Svalbard,UnnamedpartofOdinjokulen,79.5728,18.210899
RGI32-07.00888,Svalbard,OdinjÃ¸kulen,79.556602,18.4512
RGI32-07.00890,Svalbard,HelgeBacklundbreen,78.653297,19.885401
RGI32-07.00892,Svalbard,Sonklarbreen,78.7453,20.106399
RGI32-07.00893,Svalbard,PedaÅ¡enkobreen,78.7369,21.011601
RGI32-07.00895,Svalbard,Hannebreen(Hannbreen),78.7658,21.2178
RGI32-07.00897,Svalbard,Ganskijbreen,78.750298,20.7227
RGI32-07.00898,Svalbard,Freemanbreen,78.346199,21.5714
RGI32-07.00910,Svalbard,Palenderbreen(palanderbreen),79.496597,21.039801
RGI32-07.00913,Svalbard,BergfonnaSE,78.1241,22.012199
RGI32-07.00945,Svalbard,KongJohansbreenKongJohansBre,77.646698,23.655701
RGI32-07.00949,Svalbard,Pettersenbreen,77.492302,23.393801
RGI32-07.00977,Svalbard,HÃ¼bnerbreen,78.384804,21.756
RGI32-07.00985,Svalbard,KarpinskijfjelletNorth,79.004501,19.700899
RGI32-07.00986,Svalbard,Allfarvegen,79.040299,19.471001
RGI32-07.01024,Svalbard,Blackbreen,78.282303,16.124599
RGI32-07.01050,Svalbard,Scottturnerbreen,78.095703,15.9179
RGI32-07.01051,Svalbard,Ayerbreen,78.083298,15.9673
RGI32-07.01055,Svalbard,Tillbergfonna,78.071999,15.712
RGI32-07.01098,Svalbard,Medalsbreen,78.0168,15.5423
RGI32-07.01100,Svalbard,Fridtjovbreen,77.8358,14.4077
RGI32-07.01110,Svalbard,Glottfjellbreen,78.121101,16.4454
RGI32-07.01111,Svalbard,Skoltbreen,78.1353,16.7041
RGI32-07.01116,Svalbard,Blekumbreen,78.244499,16.0611
RGI32-07.01118,Svalbard,Malarbreen,78.2649,16.055599
RGI32-07.01119,Svalbard,Fangenbreen,78.267098,16.1859
RGI32-07.01120,Svalbard,Brandtbreen,78.283997,15.992
RGI32-07.01130,Svalbard,Kokbreen,78.093002,16.5613
RGI32-07.01145,Svalbard,Bodalsbreen,78.083298,15.6561
RGI32-07.01186,Svalbard,Lisbetbreen,79.090202,14.8827
RGI32-07.01187,Svalbard,Blindernbreen,78.9758,15.3228
RGI32-07.01210,Svalbard,SvelgfjelletUpperS.,79.306198,14.4771
RGI32-07.01223,Svalbard,Arbobreen,78.975098,15.6306
RGI32-07.01224,Svalbard,Hoegdalsbreen,78.945198,15.6915
RGI32-07.01225,Svalbard,Mannbreen,78.948196,15.8417
RGI32-07.01226,Svalbard,Purpurbreen,78.9533,15.92
RGI32-07.01227,Svalbard,Kastellbreen,78.9711,15.9876
RGI32-07.01229,Svalbard,Fyrisbreen,78.9282,15.5723
RGI32-07.01324,Svalbard,Tindebreen,79.700996,11.9455
RGI32-07.01376,Svalbard,Plogbreen,78.082703,16.2209
RGI32-07.01390,Svalbard,Tjorndalsbreen,77.535599,14.2409
RGI32-07.01396,Svalbard,Fredfonna,76.921799,16.6091
RGI32-07.01425,Svalbard,Beinbreen,77.030602,17.0072
RGI32-07.01429,Svalbard,Meyerbreen,78.698097,15.0048
RGI32-07.01437,Svalbard,Sergievskifjellet,77.537498,17.458599
RGI32-07.01451,Svalbard,Duboisbreen,78.250801,16.727699
RGI32-07.01454,Svalbard,BogebreenpartofVonpostbreen,78.449303,17.819799
RGI32-07.01458,Svalbard,Tunabreen,78.5672,17.610901
RGI32-07.01461,Svalbard,Bakaninbreen,77.766899,17.5404
RGI32-07.01462,Svalbard,KvitkapaSW,77.427696,22.9594
RGI32-07.01463,Svalbard,Perseibreen(Persejbreen),77.482803,17.4116
